doc_ids,doc_names,ID,business_name,problem_type,subcategories,subcategories_old,,doc_ids,
3156e893-5ec2-4818-9a3d-2ba40d9fc31c,General solution for AT&T - bill negotiation,106,At&t,Bill negotiation,Bill Negotiation,Bill Negotiation,TRUE,3156e893-5ec2-4818-9a3d-2ba40d9fc31c,TRUE
612564dd-d6e8-433a-9f07-bd4df0f23309,General solution for Papa Johns Pizza - order pizza delivery,107,Papa johns pizza,Order pizza delivery,Reservation (General),Reservation,FALSE,612564dd-d6e8-433a-9f07-bd4df0f23309,TRUE
c9c7cbbf-5785-4214-8f82-f406d2e720af,Contact Information and Authentication for Papa Johns Pizza - Order Pizza Delivery,108,Papa johns pizza,Order pizza delivery,Reservation (General),Reservation,FALSE,c9c7cbbf-5785-4214-8f82-f406d2e720af,TRUE
142f53fa-c6f0-407e-b050-86d04a1f4814,Contact Information and Authentication for Privai Spa at Kimpton EPIC Hotel - Spa Reservation Booking,109,Privai spa at kimpton epic hotel,Spa reservation booking,Reservation (General),Reservation,FALSE,142f53fa-c6f0-407e-b050-86d04a1f4814,TRUE
418651bc-3d86-4b06-9d04-74adb5282e21,Contact Information and Authentication for Sneaker Politics - Store Availability Inquiry,110,Sneaker politics,Store availability inquiry,Inventory Inquiry,Store Availability Inquiry,FALSE,418651bc-3d86-4b06-9d04-74adb5282e21,TRUE
eeba2d9b-9a7c-468b-add2-98928e142316,General solution for Los Angeles Spa or Salon - booking appointment,111,Los angeles spa or salon,Booking appointment,Reservation (General),Reservation,FALSE,eeba2d9b-9a7c-468b-add2-98928e142316,TRUE
6af19484-e607-4331-997e-da7f92cf309a,Contact Information and Authentication for LUX MedSpa - Spa Reservation Booking,112,Lux medspa,Spa reservation booking,Reservation (General),Reservation,FALSE,6af19484-e607-4331-997e-da7f92cf309a,TRUE
1472081d-ea63-47f6-9de4-0d3d00a599c5,Contact Information and Authentication for Foot Locker - Canal Street - availability and price inquiry,113,Foot locker - canal street,Availability and price inquiry,Inventory Inquiry,Mortgage/ Loan Inquiry,FALSE,1472081d-ea63-47f6-9de4-0d3d00a599c5,TRUE
83f7c7e8-952e-4eb1-9684-9e3601d335d9,"General solution for Brain & Life Magazine, The Mighty, and ADDitude Magazine - publication inquiry",114,"Brain & life magazine, the mighty, and additude magazine",Publication inquiry,Membership Benefits,Publication Inquiry,FALSE,83f7c7e8-952e-4eb1-9684-9e3601d335d9,TRUE
82cb0899-e2f2-42f2-beb7-f3c56dddd5ef,Contact Information and Authentication for ADDitude Magazine - Publication Inquiry,115,Additude magazine,Publication inquiry,Subscription Cancellation,Subscription Cancellation,TRUE,82cb0899-e2f2-42f2-beb7-f3c56dddd5ef,TRUE
5f6b1f88-d3bf-40fb-9b9e-83fe89cf7efd,General solution for The Loveless Cafe - wait time inquiry,116,The loveless cafe,Wait time inquiry,Reservation (General),Reservation,FALSE,5f6b1f88-d3bf-40fb-9b9e-83fe89cf7efd,TRUE
e9fc9f0a-f7ac-4e9c-a8f6-ba254ec59704,Contact Information and Authentication for The Loveless Cafe - Wait Time Inquiry,117,The loveless cafe,Wait time inquiry,Reservation (General),Reservation,FALSE,e9fc9f0a-f7ac-4e9c-a8f6-ba254ec59704,TRUE
5e3967a5-abe6-4f8e-ac8e-30056610378d,General solution for Milk & Honey Gulch - Wait Time Inquiry,118,Milk & honey gulch,Wait time inquiry,Reservation (General),Reservation,FALSE,5e3967a5-abe6-4f8e-ac8e-30056610378d,TRUE
ef2c746c-d23a-49db-919a-2412e2d6daca,Contact Information and Authentication for Milk & Honey Gulch - restaurant wait time inquiry,119,Milk & honey gulch,Restaurant wait time inquiry,Reservation (General),Reservation,FALSE,ef2c746c-d23a-49db-919a-2412e2d6daca,TRUE
41f48f83-21f1-49b6-9b50-45ccc5b1990c,General solution for JT's Ice Cream Sandwiches - subscription_cancellation,120,Jt's ice cream sandwiches,Subscription_cancellation,Subscription Cancellation,Subscription Cancellation,TRUE,41f48f83-21f1-49b6-9b50-45ccc5b1990c,TRUE
35590b83-4ff2-42c4-8ea9-c03556463ffa,Contact Information and Authentication for JT's Ice Cream Sandwiches - Subscription Cancellation,121,Jt's ice cream sandwiches,Subscription cancellation,Subscription Cancellation,Subscription Cancellation,TRUE,35590b83-4ff2-42c4-8ea9-c03556463ffa,TRUE
8fa252ee-9338-4f6d-912d-5750b36edd58,Contact Information and Authentication for Ellington & Son Contracting - Quote Request for Cement Pad for Well Pump,122,Ellington & son contracting,Quote request for cement pad for well pump,Inventory Inquiry,Installation,FALSE,8fa252ee-9338-4f6d-912d-5750b36edd58,TRUE
85802a7e-6608-45c9-ab9e-c9ac1dcd7b7c,Contact Information and Authentication for Soto Remodeling - Quote Request for Cement Pad,123,Soto remodeling,Quote request for cement pad,Inventory Inquiry,Installation,FALSE,85802a7e-6608-45c9-ab9e-c9ac1dcd7b7c,TRUE
4662b171-4a09-47be-bb13-f107a75963d2,"General solution for Double C Masonry, Concrete, & General Contracting LLC, Soto Remodeling, and Ellington & Son Contracting - quote request for cement pad for well pump",124,"Double c masonry, concrete, & general contracting llc, soto remodeling, and ellington & son contracting",Quote request for cement pad for well pump,Inventory Inquiry,Installation,FALSE,4662b171-4a09-47be-bb13-f107a75963d2,TRUE
d2d73622-b711-43ab-a956-6175013c83b8,"Contact Information and Authentication for Double C Masonry, Concrete, & General Contracting LLC - Quote Request",125,"Double c masonry, concrete, & general contracting llc",Quote request,Bill Negotiation,Mortgage/ Loan Inquiry,FALSE,d2d73622-b711-43ab-a956-6175013c83b8,TRUE
7878dd6a-547e-4db6-ad89-ec147d44c3bb,General solution for Best Buy - Product availability inquiry,126,Best buy,Product availability inquiry,Inventory Inquiry,Product availability inquiry,FALSE,7878dd6a-547e-4db6-ad89-ec147d44c3bb,TRUE
8ad9f394-2181-4ffc-85e3-afa411cd6683,Contact Information and Authentication for Best Buy - Product availability inquiry,127,Best buy,Product availability inquiry,Inventory Inquiry,Product availability inquiry,FALSE,8ad9f394-2181-4ffc-85e3-afa411cd6683,TRUE
e74b9310-a438-40ee-b8b8-ed9774319e8c,General solution for Thorne - reporting adverse effects,128,Thorne,Reporting adverse effects,Medical Service,Medical Service,TRUE,e74b9310-a438-40ee-b8b8-ed9774319e8c,TRUE
c131eda0-dec8-4d9b-a685-f991920be38f,Contact Information and Authentication for Thorne - Reporting Adverse Effects,129,Thorne,Reporting adverse effects,Medical Service,Medical Service,TRUE,c131eda0-dec8-4d9b-a685-f991920be38f,TRUE
e4a62e5b-f69a-42fc-a78e-f643596592a0,General solution for T-Mobile - Billing Dispute,130,T-mobile,Billing dispute,Bill Negotiation,Bill Negotiation,TRUE,e4a62e5b-f69a-42fc-a78e-f643596592a0,TRUE
9d9450e8-a33f-4430-8f37-a7e131c22582,General solution for ABC Company - complaint about missed interview callback,131,Abc company,Complaint about missed interview callback,Complaints,Complaint Handling,FALSE,9d9450e8-a33f-4430-8f37-a7e131c22582,TRUE
cdeca21b-4ef8-4f58-925d-9f779bcb9248,Contact Information and Authentication for ABC Company - complaint - missed interview callback,132,Abc company - complaint,Missed interview callback,Complaints,Complaint Company,FALSE,cdeca21b-4ef8-4f58-925d-9f779bcb9248,TRUE
613abf86-476c-433c-add0-35c7f696579c,General solution for Xfinity Mobile - Promotion Not Honored / Billing Dispute,133,Xfinity mobile,Promotion not honored / billing dispute,Bill Negotiation,Bill Negotiation,TRUE,613abf86-476c-433c-add0-35c7f696579c,TRUE
a2f3f2e4-778c-4745-ad52-6c3929e845c7,Contact Information and Authentication for WebRise - Pricing Inquiry,134,Webrise,Pricing inquiry,Bill Negotiation,Bill Negotiation,TRUE,a2f3f2e4-778c-4745-ad52-6c3929e845c7,TRUE
6ae6db8b-eb04-4ce5-8d51-209d7dfd8406,General solution for Nike Unite - Elmwood and Foot Locker - Canal Street - availability and pricing inquiry,135,Nike unite - elmwood and foot locker - canal street,Availability and pricing inquiry,Inventory Inquiry,Reservation,FALSE,6ae6db8b-eb04-4ce5-8d51-209d7dfd8406,TRUE
69a86ce1-8c9f-45e8-8574-7f17b84f8421,Contact Information and Authentication for Nike Customer Service - Availability and Pricing Inquiry,136,Nike customer service,Availability and pricing inquiry,Inventory Inquiry,Availability and Pricing Inquiry,FALSE,69a86ce1-8c9f-45e8-8574-7f17b84f8421,TRUE
64e8bb67-67a6-44e6-bf05-eb5c1dc25bd7,"General solution for Jessica (independent reader, purportedly associated with Readings By Jessica) - tarot reading appointment booking",137,"Jessica (independent reader, purportedly associated with readings by jessica)",Tarot reading appointment booking,Reservation (General),Reservation,FALSE,64e8bb67-67a6-44e6-bf05-eb5c1dc25bd7,TRUE
62d72715-6a98-4370-9477-93db62a69c78,Contact Information and Authentication for Petey's Picks - Seeking a Refund,138,Petey's picks,Seeking a refund,Refund/Compensation,Subscription Cancellation,FALSE,62d72715-6a98-4370-9477-93db62a69c78,TRUE
a7260119-4fdc-4654-955b-3be873951fb3,General solution for Petey's Picks - Seeking a Refund,139,Petey's picks,Seeking a refund,Refund/Compensation,Subscription Cancellation,FALSE,a7260119-4fdc-4654-955b-3be873951fb3,TRUE
17788704-8c1c-4027-9d47-2ccf4222dd87,Contact Information and Authentication for Petey's Picks - Complaint about Losing Horse Betting Picks,140,Petey's picks,Complaint about losing horse betting picks,Complaints,Technical Support,FALSE,17788704-8c1c-4027-9d47-2ccf4222dd87,TRUE
594d05e0-30af-412c-a7aa-2f9df7a2ae54,General solution for Houston's - Reservation Failure,141,Houston's,Reservation failure,Reservation (General),Reservation,FALSE,594d05e0-30af-412c-a7aa-2f9df7a2ae54,TRUE
f7b73958-7174-41bf-910f-7d799290b0fc,Contact Information and Authentication for Houston's - Reservation Failure,142,Houston's,Reservation failure,Reservation (General),Reservation,FALSE,f7b73958-7174-41bf-910f-7d799290b0fc,TRUE
111c3dfb-1e3a-4413-b55d-a16fddd0d6f9,General solution for Zack's Oak Bar & Restaurant - Operating Hours Inquiry,143,Zack's oak bar & restaurant,Operating hours inquiry,Reservation (General),Operating hours inquiry,FALSE,111c3dfb-1e3a-4413-b55d-a16fddd0d6f9,TRUE
b1b8ee5c-ec95-4c01-81bd-237d3706d78b,Contact Information and Authentication for Zack's Oak Bar & Restaurant - Restaurant Operating Hours Inquiry,144,Zack's oak bar & restaurant,Restaurant operating hours inquiry,Reservation (General),Reservation,FALSE,b1b8ee5c-ec95-4c01-81bd-237d3706d78b,TRUE
325335fb-43c7-4067-b378-ca16b002363a,General solution for National Passport Information Center - Urgent Passport Renewal Appointment for Minor,145,National passport information center,Urgent passport renewal appointment for minor,Reservation (General),Reservation,FALSE,325335fb-43c7-4067-b378-ca16b002363a,TRUE
0ac4bfda-7023-419f-b037-e17e1d2d733a,Contact Information and Authentication for National Passport Information Center - Urgent Passport Renewal Appointment for Minor,146,National passport information center,Urgent passport renewal appointment for minor,Reservation (General),Reservation,FALSE,0ac4bfda-7023-419f-b037-e17e1d2d733a,TRUE
96fec45b-978e-47e9-b20b-102aae901360,General solution for Frank [REDACTED] - Event Confirmation,147,Frank [redacted],Event confirmation,Reservation (General),Reservation,FALSE,96fec45b-978e-47e9-b20b-102aae901360,TRUE
f527db78-c92c-46c1-99f2-2c98c39bcf8e,Contact Information and Authentication for Frank [REDACTED] - event confirmation,148,Frank [redacted],Event confirmation,Reservation (General),Reservation,FALSE,f527db78-c92c-46c1-99f2-2c98c39bcf8e,TRUE
88b74395-c5c0-4865-aac1-a582dd0c0544,General solution for Turquoise Tails Dog Grooming - Appointment Cancellation,149,Turquoise tails dog grooming,Appointment cancellation,Reservation (General),Reservation,FALSE,88b74395-c5c0-4865-aac1-a582dd0c0544,TRUE
3f0ebafa-119b-480c-a866-9761aed01bdd,Contact Information and Authentication for Turquoise Tails Dog Grooming - Appointment Cancellation,150,Turquoise tails dog grooming,Appointment cancellation,Reservation (General),Reservation,FALSE,3f0ebafa-119b-480c-a866-9761aed01bdd,TRUE
6d36fbbc-1adc-43e0-ae81-4400de9bada6,General solution for WaterLLC - water order placement,151,Waterllc,Water order placement,Reservation (General),Reservation,FALSE,6d36fbbc-1adc-43e0-ae81-4400de9bada6,TRUE
da525cec-2333-4717-97c0-5214e32a8ea5,Contact Information and Authentication for WaterLLC - Placing Water Order,152,Waterllc,Placing water order,Reservation (General),Reservation,FALSE,da525cec-2333-4717-97c0-5214e32a8ea5,TRUE
62109578-ae30-4052-89ca-b0926b326298,General solution for Restaurant - Wait Time Inquiry,153,Restaurant,Wait time inquiry,Reservation (General),Reservation,FALSE,62109578-ae30-4052-89ca-b0926b326298,TRUE
401f8c06-b1da-4a98-a17b-d8c025401e1c,Contact Information and Authentication for Woodmont Grill - Check Restaurant Wait Time,154,Woodmont grill,Check restaurant wait time,Reservation (General),Reservation,FALSE,401f8c06-b1da-4a98-a17b-d8c025401e1c,TRUE
df165631-1d22-476a-a492-af049a8d30eb,General solution for Edley's Bar-B-Que - failed wait time inquiry,155,Edley's bar-b-que,Failed wait time inquiry,Reservation (General),Technical Support,FALSE,df165631-1d22-476a-a492-af049a8d30eb,TRUE
decb2960-54a5-4327-b3fa-542cbb936bd7,Contact Information and Authentication for Edley's Bar-B-Que - Wait Time Inquiry,156,Edley's bar-b-que,Wait time inquiry,Reservation (General),Reservation,FALSE,decb2960-54a5-4327-b3fa-542cbb936bd7,TRUE
ff1fab22-ae20-451c-babf-77e7f9a11fd0,General solution for Stix Yoga Chicago - yoga class reservation,157,Stix yoga chicago,Yoga class reservation,Reservation (General),Reservation,FALSE,ff1fab22-ae20-451c-babf-77e7f9a11fd0,TRUE
3a13d302-73c3-4406-bef5-832b062ee0f5,Contact Information and Authentication for The Cooper - Checking apartment availability within budget,159,The cooper,Checking apartment availability within budget,Housing Support,Housing support,TRUE,3a13d302-73c3-4406-bef5-832b062ee0f5,TRUE
e831dee4-0406-4871-8c05-fe31cc55e693,Contact Information and Authentication for Stix Yoga Chicago - Yoga Class Booking,160,Stix yoga chicago,Yoga class booking,Reservation (General),Reservation,FALSE,e831dee4-0406-4871-8c05-fe31cc55e693,TRUE
c89d0756-572e-471c-b67b-684eadbd9918,General solution for Bottles - Dinner Reservation Failure,161,Bottles,Dinner reservation failure,Reservation (General),Reservation,FALSE,c89d0756-572e-471c-b67b-684eadbd9918,TRUE
907dedd2-f2b0-413a-8624-c9f4b239734a,Contact Information and Authentication for Bottles - Dinner Reservation Failure,162,Bottles,Dinner reservation failure,Reservation (General),Reservation,FALSE,907dedd2-f2b0-413a-8624-c9f4b239734a,TRUE
e62b939d-787e-421a-994a-5f5fa69b555d,General solution for WebRise - Pricing Inquiry,163,Webrise,Pricing inquiry,Bill Negotiation,Bill Negotiation,TRUE,e62b939d-787e-421a-994a-5f5fa69b555d,TRUE
f8f15100-10f0-4568-91c5-b6f8b30c11f2,Contact Information and Authentication for Marketing 180 LLC - Pricing Inquiry,164,Marketing 180 llc,Pricing inquiry,Bill Negotiation,Bill Negotiation,TRUE,f8f15100-10f0-4568-91c5-b6f8b30c11f2,TRUE
14bc87f1-e520-4981-b40c-a6c41c3c9176,Contact Information and Authentication for Personal contact - Sandra (wife) - failed contact call for dinner plans,165,Personal contact - sandra (wife),Failed contact call for dinner plans,Reservation (General),Account Update,FALSE,14bc87f1-e520-4981-b40c-a6c41c3c9176,TRUE
46338989-a74b-498a-8cda-559080726659,General solution for Business Communication - Failed Call Attempt,166,Business communication,Failed call attempt,Technical Support,Technical Support,TRUE,46338989-a74b-498a-8cda-559080726659,TRUE
67a8578c-718c-4d5f-8a2f-ab8a41fd3b38,General solution for Punjabi Secrets - meeting booking,168,Punjabi secrets,Meeting booking,Reservation (General),Reservation,FALSE,67a8578c-718c-4d5f-8a2f-ab8a41fd3b38,TRUE
3cb4f20f-567a-46c5-be34-a48e3eb16a5e,Contact Information and Authentication for Punjabi Secrets - Meeting Booking,169,Punjabi secrets,Meeting booking,Reservation (General),Reservation,FALSE,3cb4f20f-567a-46c5-be34-a48e3eb16a5e,TRUE
fc689e18-6ba9-47b6-8c0b-862eeb0cee20,General solution for Agua La Cotorra - Ordering water for a house party,170,Agua la cotorra,Ordering water for a house party,Reservation (General),Reservation,FALSE,fc689e18-6ba9-47b6-8c0b-862eeb0cee20,TRUE
2dbb9c21-f4f8-47a3-8b63-1ec5cbf65e59,Contact Information and Authentication for Agua La Cotorra - Ordering Water for a House Party,171,Agua la cotorra,Ordering water for a house party,Reservation (General),Reservation,FALSE,2dbb9c21-f4f8-47a3-8b63-1ec5cbf65e59,TRUE
9e33a0fb-3822-4312-bd20-4e43e9cb880d,Contact Information and Authentication for The Taco Farmer - restaurant reservation,172,The taco farmer,Restaurant reservation,Reservation (General),Reservation,FALSE,9e33a0fb-3822-4312-bd20-4e43e9cb880d,TRUE
02246afa-a05a-447e-88a3-137a8a0a8169,General solution for Lufthansa - Pricing Inquiry,173,Lufthansa,Pricing inquiry,Reservation (Flight/Hotel/Car),Bill Negotiation,FALSE,02246afa-a05a-447e-88a3-137a8a0a8169,TRUE
0f032f76-dc91-4f27-8063-56f18fec2bdf,Contact Information and Authentication for Lufthansa - Pricing Inquiry,174,Lufthansa,Pricing inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,0f032f76-dc91-4f27-8063-56f18fec2bdf,TRUE
c034f342-69ee-4b55-a7a1-60509367ab71,General solution for Levant restaurant at La Concha Resort - Dinner Reservation,175,Levant restaurant at la concha resort,Dinner reservation,Reservation (General),Reservation,FALSE,c034f342-69ee-4b55-a7a1-60509367ab71,TRUE
76dded26-3f95-43e4-949c-a87f4e5baab3,Contact Information and Authentication for Levant restaurant at La Concha Resort - dinner reservation,176,Levant restaurant at la concha resort,Dinner reservation,Reservation (General),Reservation,FALSE,76dded26-3f95-43e4-949c-a87f4e5baab3,TRUE
66ca2fb5-e9d2-46bf-9698-7d78e9d63e99,General solution for The French Laundry - reservation booking,177,The french laundry,Reservation booking,Reservation (General),Reservation,FALSE,66ca2fb5-e9d2-46bf-9698-7d78e9d63e99,TRUE
fd1f9828-ed0e-4de9-aeaf-913e1f41a0ff,Contact Information and Authentication for The French Laundry - Reservation Booking,178,The french laundry,Reservation booking,Reservation (General),Reservation,FALSE,fd1f9828-ed0e-4de9-aeaf-913e1f41a0ff,TRUE
410294bc-bbfc-4927-9dbe-61bc3b5d1596,General solution for MLB TV - subscription cancellation,179,Mlb tv,Subscription cancellation,Subscription Cancellation,Subscription Cancellation,TRUE,410294bc-bbfc-4927-9dbe-61bc3b5d1596,TRUE
02b5d764-3597-4d64-9046-e25d36e1da27,Contact Information and Authentication for MLB TV - Subscription Cancellation,180,Mlb tv,Subscription cancellation,Subscription Cancellation,Subscription Cancellation,TRUE,02b5d764-3597-4d64-9046-e25d36e1da27,TRUE
682f469d-42c7-4407-a038-320abefd6802,Contact Information and Authentication for Phan's Smog Station - Smog Check Pricing Inquiry,181,Phan's smog station,Smog check pricing inquiry,Bill Negotiation,Bill Negotiation,TRUE,682f469d-42c7-4407-a038-320abefd6802,TRUE
bc62ccd0-7c46-4d55-84c7-91698198bad0,"General solution for Fremont Smog Test Only, Union City Smog Check, and Phan's Smog Station - Smog Check Pricing Inquiry",182,"Fremont smog test only, union city smog check, and phan's smog station",Smog check pricing inquiry,Bill Negotiation,Mortgage/ Loan Inquiry,FALSE,bc62ccd0-7c46-4d55-84c7-91698198bad0,TRUE
668be867-225f-4c24-875c-aaf2dda1749b,Contact Information and Authentication for Truliant Federal Credit Union - Securing a car-collateralized loan with bad credit for car repairs,184,Truliant federal credit union,Securing a car-collateralized loan with bad credit for car repairs,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,668be867-225f-4c24-875c-aaf2dda1749b,TRUE
e01bcb00-4933-415b-a776-8d25c10cd787,Contact Information and Authentication for Summit Credit Union - Secured Loan Inquiry with Car Collateral,185,Summit credit union,Secured loan inquiry with car collateral,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,e01bcb00-4933-415b-a776-8d25c10cd787,TRUE
f952c82d-5eef-4f33-bd69-4584a097a661,Contact Information and Authentication for Summit Credit Union - Securing a Secured Loan with Bad Credit Using Vehicle Collateral,186,Summit credit union,Securing a secured loan with bad credit using vehicle collateral,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,f952c82d-5eef-4f33-bd69-4584a097a661,TRUE
9f32a2dd-d12c-4feb-81c9-0e4a2f6bdbfe,Contact Information and Authentication for OneMain Financial - Secured Personal Loan Using Car as Collateral,187,Onemain financial,Secured personal loan using car as collateral,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,9f32a2dd-d12c-4feb-81c9-0e4a2f6bdbfe,TRUE
3c26330d-2fbf-4e2f-bcd1-274c34c9db8d,"General solution for OneMain Financial, Regional Finance, Summit Credit Union, Truliant Federal Credit Union, and TitleMax - Securing a secured personal loan with vehicle collateral for car repairs",188,"Onemain financial, regional finance, summit credit union, truliant federal credit union, and titlemax",Securing a secured personal loan with vehicle collateral for car repairs,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,3c26330d-2fbf-4e2f-bcd1-274c34c9db8d,TRUE
0f6bf8e8-fb19-41a0-ac95-c9d101259616,Contact Information and Authentication for TitleMax Title Loans - secured bad credit loan using car collateral,189,Titlemax title loans,Secured bad credit loan using car collateral,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,0f6bf8e8-fb19-41a0-ac95-c9d101259616,TRUE
fa35e737-0bdc-42ae-8c73-7a01a4e8c2e1,Contact Information and Authentication for Time Financing Service - Secured bad credit loan for car repairs,190,Time financing service,Secured bad credit loan for car repairs,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,fa35e737-0bdc-42ae-8c73-7a01a4e8c2e1,TRUE
28953788-667b-49d9-b6c7-6cde32e1e052,Contact Information and Authentication for Regional Finance - Loan Application with Bad Credit,191,Regional finance,Loan application with bad credit,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,28953788-667b-49d9-b6c7-6cde32e1e052,TRUE
94a9ec05-ade0-4161-8b60-d7e443c134fa,General solution for Central Bad Credit Loans and Time Financing Service and Regional Finance and OneMain Financial and TitleMax Title Loans - Bad Credit Secured Loan Request,192,Central bad credit loans and time financing service and regional finance and onemain financial and titlemax title loans,Bad credit secured loan request,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,94a9ec05-ade0-4161-8b60-d7e443c134fa,TRUE
10e8644f-6af7-4809-8ddd-8f4349c8a94d,Contact Information and Authentication for Aetna - Medical Bill Dispute,193,Aetna,Medical bill dispute,Bill Negotiation,Bill Negotiation,TRUE,10e8644f-6af7-4809-8ddd-8f4349c8a94d,TRUE
1aed4900-0807-4a88-bc16-0746863cb0cb,Contact Information and Authentication for Los Altos Pool Service - Inquire about pool cleaning services for a residential in-ground pool,194,Los altos pool service,Inquire about pool cleaning services for a residential in-ground pool,Reservation (General),Reservation,FALSE,1aed4900-0807-4a88-bc16-0746863cb0cb,TRUE
7be3f7f2-a666-4954-9e19-1a537b81bccd,Contact Information and Authentication for Sterling Pool Supplies & Services - arranging pool cleaning services,195,Sterling pool supplies & services,Arranging pool cleaning services,Reservation (General),Reservation,FALSE,7be3f7f2-a666-4954-9e19-1a537b81bccd,TRUE
216f20b0-e1cb-427c-9920-430b736aece4,General solution for CASCADE PACIFIC PATHOLOGY and Aetna - medical bill dispute,196,Cascade pacific pathology and aetna,Medical bill dispute,Bill Negotiation,Bill Negotiation,TRUE,216f20b0-e1cb-427c-9920-430b736aece4,TRUE
755247d1-80f5-412c-b779-8f903d327b70,Contact Information and Authentication for CASCADE PACIFIC PATHOLOGY - billing dispute,197,Cascade pacific pathology,Billing dispute,Bill Negotiation,Bill Negotiation,TRUE,755247d1-80f5-412c-b779-8f903d327b70,TRUE
95141d43-9334-47bd-95d0-546738bf77e7,General solution for AT&T - Bill Reduction Negotiation,198,At&t,Bill reduction negotiation,Bill Negotiation,Bill Negotiation,TRUE,95141d43-9334-47bd-95d0-546738bf77e7,TRUE
a56dcf9b-f3cf-441a-92fd-196a37106f02,General solution for New York tourism department - trip cancellation complaint,199,New york tourism department,Trip cancellation complaint,Complaints,Reservation,FALSE,a56dcf9b-f3cf-441a-92fd-196a37106f02,TRUE
323c4d34-974e-4bba-aa0c-a9fd6fe672b9,Contact Information and Authentication for New York tourism department - trip cancellation complaint,200,New york tourism department,Trip cancellation complaint,Complaints,Reservation,FALSE,323c4d34-974e-4bba-aa0c-a9fd6fe672b9,TRUE
a4d55b49-bed1-4e50-a0eb-9dbad9b202f8,General solution for Ultra Mobile - International Phone Plan Inquiry,201,Ultra mobile,International phone plan inquiry,Account Information Update,Technical Support,FALSE,a4d55b49-bed1-4e50-a0eb-9dbad9b202f8,TRUE
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,Technical Support,FALSE,17cb8d83-9a18-45a7-9a25-8a75eef994a6,TRUE
c30b992b-e64e-49b3-bbba-163a81ead0f7,General solution for Frontier and GEICO - concern about potential charges/tips,203,Frontier and geico,Concern about potential charges/tips,Bill Negotiation,Bill Negotiation,TRUE,c30b992b-e64e-49b3-bbba-163a81ead0f7,TRUE
9bfa7486-65f8-453d-bb61-2cc3b754561a,Contact Information and Authentication for GEICO - Concern About Potential Charges/Tips,204,Geico,Concern about potential charges/tips,Insurance Inquiry,Bill Negotiation,FALSE,9bfa7486-65f8-453d-bb61-2cc3b754561a,TRUE
9a1de5ba-89df-4aa8-bb85-426ead6f36bd,General solution for GEICO - negotiating lower car insurance premium,205,Geico,Negotiating lower car insurance premium,Bill Negotiation,Bill Negotiation,TRUE,9a1de5ba-89df-4aa8-bb85-426ead6f36bd,TRUE
ea9b2d96-bc2e-4e3a-a5d0-178af6d7496b,Contact Information and Authentication for GEICO - Negotiating Lower Car Insurance Premium,206,Geico,Negotiating lower car insurance premium,Bill Negotiation,Bill Negotiation,TRUE,ea9b2d96-bc2e-4e3a-a5d0-178af6d7496b,TRUE
33222b43-6fb7-4a36-ae77-4ef75b8a3efc,General solution for Spirit Airlines - refund_request_non_working_wifi,207,Spirit airlines,Refund_request_non_working_wifi,Refund/Compensation,Technical Support,FALSE,33222b43-6fb7-4a36-ae77-4ef75b8a3efc,TRUE
95abf28c-3bd9-4a60-9e95-aa3137026d40,Contact Information and Authentication for Spirit Airlines - Refund Request for Non-Working WiFi,208,Spirit airlines,Refund request for non-working wifi,Refund/Compensation,Refund Request,FALSE,95abf28c-3bd9-4a60-9e95-aa3137026d40,TRUE
8e787296-58f7-402f-ac7a-db88c2c4caff,Contact Information and Authentication for Rosen Inn Lake Buena Vista - affordable travel booking,209,Rosen inn lake buena vista,Affordable travel booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,8e787296-58f7-402f-ac7a-db88c2c4caff,TRUE
4793447c-4c2a-433f-b275-dbc039694a77,Contact Information and Authentication for Comfort Inn Maingate - Hotel Booking Inquiry Near Disney World,210,Comfort inn maingate,Hotel booking inquiry near disney world,Reservation (Flight/Hotel/Car),Reservation,FALSE,4793447c-4c2a-433f-b275-dbc039694a77,TRUE
88c28881-1398-46ea-86ed-5ef2371c55e2,General solution for Spirit Airlines and Frontier Airlines - price comparison,211,Spirit airlines and frontier airlines,Price comparison,Reservation (Flight/Hotel/Car),Bill Negotiation,FALSE,88c28881-1398-46ea-86ed-5ef2371c55e2,TRUE
